"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","B_deg","B_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"1055",1055,"Proto5",2024-07-30,1,4186,0,2025-04-22 11:31:00,711,25.6,51.5,2025-04-22 11:41:00,734,31.4,60,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,8.5,722.5,59.3016666666667,57.4549019607843,TRUE,FALSE,TRUE,TRUE,55.75,28.5,27.25,11.5166666666667,11.6833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.0481214588472,12.2147881255138,12.1314547921805,TRUE,18.4691457976818,0.322347404200422,9.94364376541529,0.173549323351904,0.888826374870632,0.582999974932153,33.4034380198451,0.302077873603394,17.3077872417608
"1056",1056,"Proto5",2024-07-30,1,4186,0,2025-04-22 11:41:00,734,31.4,60,2025-04-22 11:51:00,745,323.1,68,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,8,739.5,55.8133333333333,52.832093757043,TRUE,FALSE,TRUE,FALSE,64,177.25,-113.25,11.6833333333333,11.85,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.2147881255138,12.3814547921805,12.2981214588472,TRUE,18.4691457976818,0.322347404200422,12.4436437654153,0.217182554651762,0.888826374870632,0.592134601511336,33.9268135702604,0.374907331502498,21.4806078036052
"1057",1057,"Proto5",2024-07-30,1,4186,0,2025-04-22 11:51:00,745,323.1,68,2025-04-22 12:01:00,747,32,70.8,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,2.8,746,19.5346666666666,18.3301161751564,TRUE,FALSE,TRUE,FALSE,69.4,177.55,-108.15,11.85,12.0166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.3814547921805,12.5481214588472,12.4647881255138,TRUE,18.4691457976818,0.322347404200422,14.9436437654153,0.26081578595162,0.888826374870632,0.603108916770153,34.5555955176366,0.445838122088657,25.5446427417184
"1058",1058,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:01:00,747,32,70.8,2025-04-22 12:11:00,776,33.4,69.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,-1.3,761.5,-9.06966666666665,-8.33718537973296,TRUE,FALSE,TRUE,TRUE,70.15,32.7,37.45,12.0166666666667,12.1833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.5481214588472,12.7147881255138,12.6314547921805,TRUE,18.4691457976818,0.322347404200422,17.4436437654153,0.304449017251478,0.888826374870632,0.615817242197349,35.2837289292937,0.514655919231585,29.4876120733956
"1059",1059,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:11:00,776,33.4,69.5,2025-04-22 12:21:00,766,33.9,76.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,7.2,771,50.232,45.6062256809339,TRUE,FALSE,TRUE,TRUE,73.1,33.65,39.45,12.1833333333333,12.35,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.7147881255138,12.8814547921805,12.7981214588472,TRUE,18.4691457976818,0.322347404200422,19.9436437654153,0.348082248551337,0.888826374870632,0.630146151544561,36.1047149599145,0.581212110735955,33.3010009470605
"1060",1060,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:21:00,766,39.9,76.7,2025-04-22 12:31:00,811,34.4,81.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,4.39999999999999,788.5,30.6973333333333,27.2519129148171,TRUE,FALSE,TRUE,TRUE,78.9,37.15,41.75,12.35,12.5166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,12.8814547921805,13.0481214588472,12.9647881255138,TRUE,18.4691457976818,0.322347404200422,22.4436437654153,0.391715479851195,0.888826374870632,0.645978146358698,37.0118214440376,0.645419322094801,36.9798031722268
"1061",1061,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:31:00,811,34.4,81.1,2025-04-22 12:41:00,804,34.4,83.9,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,2.80000000000001,807.5,19.5346666666667,16.9340763673891,TRUE,FALSE,TRUE,TRUE,82.5,34.4,48.1,12.5166666666667,12.6833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,13.0481214588472,13.2147881255138,13.1314547921805,TRUE,18.4691457976818,0.322347404200422,24.9436437654153,0.435348711151053,0.888826374870632,0.66319483115047,37.9982648198132,0.707244367908825,40.5221173655733
"1062",1062,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:41:00,804,34.4,83.9,2025-04-22 12:51:00,800,34.9,87,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,3.09999999999999,802,21.6276666666666,18.8770157938487,TRUE,FALSE,TRUE,TRUE,85.45,34.65,50.8,12.6833333333333,12.85,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,13.2147881255138,13.3814547921805,13.2981214588472,TRUE,18.4691457976818,0.322347404200422,27.4436437654153,0.478981942450912,0.888826374870632,0.68167949309719,39.0573579350863,0.76669981477218,43.9286635399079
"1063",1063,"Proto5",2024-07-30,1,4186,0,2025-04-22 12:51:00,800,34.9,87,2025-04-22 13:01:00,822,35.1,90,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,189,3,811,20.93,18.0653514180025,TRUE,FALSE,TRUE,TRUE,88.5,35,53.5,12.85,13.0166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,13.3814547921805,13.5481214588472,13.4647881255138,TRUE,18.4691457976818,0.322347404200422,29.9436437654153,0.52261517375077,0.888826374870632,0.701319069623826,40.1826227814868,0.823835153330321,47.2022773003404
"1064",1064,"Proto5",2024-07-30,1,4186,0,2025-04-22 13:11:00,833,34,28.4,2025-04-22 13:21:00,815,34,37.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,8.8,824,61.3946666666667,52.1556634304207,TRUE,FALSE,TRUE,FALSE,32.8,34,-1.2,13.1833333333333,13.35,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,13.7147881255138,13.8814547921805,13.7981214588472,TRUE,18.4691457976818,0.322347404200422,34.9436437654153,0.609881636350486,0.888826374870632,0.743636839093927,42.6072523705311,0.931478028789314,53.3697597587931
"1065",1065,"Proto5",2024-07-30,1,4186,0,2025-04-22 13:21:00,815,34,37.2,2025-04-22 13:31:00,808,34.4,51.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,13.9,811.5,96.9756666666667,83.6512220168412,TRUE,FALSE,TRUE,FALSE,44.15,34.2,9.95,13.35,13.5166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,13.8814547921805,14.0481214588472,13.9647881255138,TRUE,18.4691457976818,0.322347404200422,37.4436437654153,0.653514867650344,0.888826374870632,0.76611730754155,43.8952883340569,0.982197203018595,56.2757543825196
"1066",1066,"Proto5",2024-07-30,1,4186,0,2025-04-22 13:31:00,808,34.4,51.1,2025-04-22 13:41:00,807,35.6,59.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,8.1,807.5,56.511,48.9878637770898,TRUE,FALSE,TRUE,TRUE,55.15,35,20.15,13.5166666666667,13.6833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.0481214588472,14.2147881255138,14.1314547921805,FALSE,18.4691457976818,0.322347404200422,39.9436437654153,0.697148098950202,0.888826374870632,0.789357891254619,45.2268756942362,1.03100751263222,59.0723791201071
"1067",1067,"Proto5",2024-07-30,1,4186,0,2025-04-22 13:41:00,807,35.6,59.2,2025-04-22 13:51:00,845,35.9,62.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,3.2,826,22.3253333333333,18.9197740112994,TRUE,FALSE,TRUE,TRUE,60.8,35.75,25.05,13.6833333333333,13.85,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.2147881255138,14.3814547921805,14.2981214588472,FALSE,18.4691457976818,0.322347404200422,42.4436437654153,0.740781330250061,0.888826374870632,0.813276048917969,46.5972851820747,1.07803504752247,61.7668583902224
"1068",1068,"Proto5",2024-07-30,1,4186,0,2025-04-22 13:51:00,845,35.9,62.4,2025-04-22 14:01:00,843,37.3,66.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,4.1,844,28.6043333333333,23.7239731437599,TRUE,FALSE,TRUE,TRUE,64.45,36.6,27.85,13.85,14.0166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.3814547921805,14.5481214588472,14.4647881255138,FALSE,18.4691457976818,0.322347404200422,44.9436437654153,0.784414561549919,0.888826374870632,0.83779551186542,48.002146924891,1.12340697691885,64.3664784530008
"1069",1069,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:01:00,843,37.3,66.5,2025-04-22 14:11:00,845,35.3,73.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,6.59999999999999,844,46.046,38.1898104265403,TRUE,FALSE,TRUE,TRUE,69.8,36.3,33.5,14.0166666666667,14.1833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.5481214588472,14.7147881255138,14.6314547921805,FALSE,18.4691457976818,0.322347404200422,47.4436437654153,0.828047792849777,0.888826374870632,0.862845928826776,49.4374300918197,1.16724906905847,66.8784452976249
"1070",1070,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:11:00,845,35.3,73.1,2025-04-22 14:21:00,856,34,86.3,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,13.2,850.5,92.092,75.7958847736626,TRUE,FALSE,TRUE,TRUE,79.7,34.65,45.05,14.1833333333333,14.35,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.7147881255138,14.8814547921805,14.7981214588472,FALSE,18.4691457976818,0.322347404200422,49.9436437654153,0.871681024149636,0.888826374870632,0.888362443586854,50.8994186954554,1.2096839217832,69.3097832630108
"1071",1071,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:21:00,856,34,86.3,2025-04-22 14:31:00,816,39.6,85.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,-0.799999999999997,836,-5.58133333333331,-4.67336523125995,TRUE,FALSE,TRUE,TRUE,85.9,36.8,49.1,14.35,14.5166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,14.8814547921805,15.0481214588472,14.9647881255138,FALSE,18.4691457976818,0.322347404200422,52.4436437654153,0.915314255449494,0.888826374870632,0.914285238877756,52.3846854588057,1.25082976417821,71.6672663767557
"1072",1072,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:31:00,816,39.6,85.5,2025-04-22 14:41:00,800,38.3,88,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,2.5,808,17.4416666666667,15.1103547854785,TRUE,FALSE,TRUE,TRUE,86.75,38.95,47.8,14.5166666666667,14.6833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,15.0481214588472,15.2147881255138,15.1314547921805,FALSE,18.4691457976818,0.322347404200422,54.9436437654153,0.958947486749352,0.888826374870632,0.940559070499261,53.8900651223553,1.29079970475262,73.9573752790579
"1073",1073,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:41:00,800,38.3,88,2025-04-22 14:51:00,805,37.3,87,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,-1,802.5,-6.97666666666667,-6.08556593977155,TRUE,FALSE,TRUE,TRUE,87.5,37.8,49.7,14.6833333333333,14.85,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,15.2147881255138,15.3814547921805,15.2981214588472,FALSE,18.4691457976818,0.322347404200422,57.4436437654153,1.00258071804921,0.888826374870632,0.967132808226194,55.4126281399961,1.32970132019299,76.1862736600319
"1074",1074,"Proto5",2024-07-30,1,4186,0,2025-04-22 14:51:00,805,37.3,87,2025-04-22 15:01:00,810,37.3,100,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,190,13,807.5,90.6966666666667,78.6224974200207,TRUE,FALSE,TRUE,FALSE,93.5,37.3,56.2,14.85,15.0166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,15.3814547921805,15.5481214588472,15.4647881255138,FALSE,18.4691457976818,0.322347404200422,59.9436437654153,1.04621394934907,0.888826374870632,0.993958994341213,56.9496553848192,1.36763649743512,78.3597992110868
"1075",1075,"Proto5",2024-07-30,1,4186,0,2025-04-22 15:17:00,780,37.3,25.5,2025-04-22 15:27:00,745,36.8,31.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,6.1,762.5,42.5576666666667,39.0693333333333,TRUE,FALSE,TRUE,FALSE,28.55,37.05,-8.5,15.2833333333333,15.45,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,15.8147881255138,15.9814547921805,15.8981214588472,FALSE,18.4691457976818,0.322347404200422,66.4436437654153,1.1596603507287,0.888826374870632,1.06457944043397,60.9959088932654,1.46241978419655,83.790481510895
"1076",1076,"Proto5",2024-07-30,1,4186,0,2025-04-22 15:27:00,745,36.8,31.6,2025-04-22 15:37:00,764,36.8,39.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,7.9,754.5,55.1156666666667,51.1344819969074,TRUE,FALSE,TRUE,FALSE,35.55,36.8,-1.25,15.45,15.6166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,15.9814547921805,16.1481214588472,16.0647881255138,FALSE,18.4691457976818,0.322347404200422,68.9436437654153,1.20329358202856,0.888826374870632,1.09196798316413,62.5651567987171,1.49763366975691,85.8080885337603
"1077",1077,"Proto5",2024-07-30,1,4186,0,2025-04-22 15:37:00,764,36.8,39.5,2025-04-22 15:47:00,733,36.8,52,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,12.5,748.5,87.2083333333333,81.5575595635716,TRUE,FALSE,TRUE,FALSE,45.75,36.8,8.95,15.6166666666667,15.7833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,16.1481214588472,16.3147881255138,16.2314547921805,FALSE,18.4691457976818,0.322347404200422,71.4436437654153,1.24692681332842,0.888826374870632,1.11942686555451,64.1384348698318,1.53227997920636,87.7931758409181
"1078",1078,"Proto5",2024-07-30,1,4186,0,2025-04-22 15:47:00,733,36.8,52,2025-04-22 15:57:00,760,36,56.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,4.4,746.5,30.6973333333333,28.7851752623353,TRUE,FALSE,TRUE,TRUE,54.2,36.4,17.8,15.7833333333333,15.95,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,16.3147881255138,16.4814547921805,16.3981214588472,FALSE,18.4691457976818,0.322347404200422,73.9436437654153,1.29056004462828,0.888826374870632,1.14692228543573,65.7138063849661,1.56643189070118,89.7499362318754
"1079",1079,"Proto5",2024-07-30,1,4186,0,2025-04-22 15:57:00,760,36,56.4,2025-04-22 16:07:00,703,36,58.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,2.3,731.5,16.0463333333334,15.3553429027114,TRUE,FALSE,TRUE,TRUE,57.55,36,21.55,15.95,16.1166666666667,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,16.4814547921805,16.6481214588472,16.5647881255138,FALSE,18.4691457976818,0.322347404200422,76.4436437654153,1.33419327592813,0.888826374870632,1.17442187735655,67.2894169403613,1.60015846582468,91.6823266438827
"1080",1080,"Proto5",2024-07-30,1,4186,0,2025-04-22 16:07:00,703,36,58.7,2025-04-22 16:17:00,677,34.8,66.3,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,7.59999999999999,690,53.0226666666666,53.7911111111111,TRUE,FALSE,TRUE,TRUE,62.5,35.4,27.1,16.1166666666667,16.2833333333333,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,16.6481214588472,16.8147881255138,16.7314547921805,FALSE,18.4691457976818,0.322347404200422,78.9436437654154,1.37782650722799,0.888826374870632,1.20189447249244,68.863480693919,1.63352497988549,93.5940870766314
"1081",1081,"Proto5",2024-07-30,1,4186,0,2025-04-22 16:17:00,677,34.8,66.3,2025-04-22 16:27:00,670,35.5,67.8,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",10,0,0,0,"LB",600,10,191,1.5,673.5,10.465,10.8767631774313,TRUE,FALSE,TRUE,TRUE,67.05,35.15,31.9,16.2833333333333,16.45,212,208.109589041096,3.63219753373943,-6.54871246916939,31.8872875308306,16.8147881255138,16.9814547921805,16.8981214588472,FALSE,18.4691457976818,0.322347404200422,81.4436437654153,1.42145973852785,0.888826374870632,1.2293098794462,70.4342678060033,1.66659323862351,95.4887587381666
"1082",1082,"Proto5",2024-09-21,1,4186,0,2025-04-22 10:25:00,434,17,20.5,2025-04-22 10:35:00,434,16.5,17,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,-3.5,434,-24.4183333333333,-39.3844086021505,TRUE,FALSE,FALSE,FALSE,18.75,16.75,2,10.4166666666667,10.5833333333333,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,11.1784332236451,11.3450998903117,11.2617665569784,TRUE,0.637632096937637,0.0111287795079574,0.352996709351928,0.0061609548268966,0.888826374870632,0.87771314498417,50.289258830747,0.00800826987808391,0.458840065215954
"1083",1083,"Proto5",2024-09-21,1,4186,0,2025-04-22 10:35:00,434,16.5,17,2025-04-22 10:45:00,460,16.5,23.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,6.4,447,44.6506666666667,69.9227442207308,TRUE,FALSE,FALSE,FALSE,20.2,16.5,3.7,10.5833333333333,10.75,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,11.3450998903117,11.5117665569784,11.4284332236451,TRUE,0.637632096937637,0.0111287795079574,2.85299670935195,0.0497941861267551,0.888826374870632,0.878712704006609,50.346529344107,0.064689039682188,3.70640895454368
"1084",1084,"Proto5",2024-09-21,1,4186,0,2025-04-22 10:45:00,460,16.5,23.4,2025-04-22 10:55:00,528,16.5,24.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,0.800000000000001,494,5.58133333333334,7.90877192982457,TRUE,FALSE,TRUE,TRUE,23.8,16.5,7.3,10.75,10.9166666666667,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,11.5117665569784,11.6784332236451,11.5950998903117,TRUE,0.637632096937637,0.0111287795079574,5.35299670935191,0.0934274174266128,0.888826374870632,0.881265544208773,50.4927963134623,0.121204370215687,6.94449887189998
"1085",1085,"Proto5",2024-09-21,1,4186,0,2025-04-22 10:55:00,528,16.5,24.2,2025-04-22 11:05:00,472,17,33,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,8.8,500,61.3946666666667,85.9525333333333,TRUE,FALSE,TRUE,TRUE,28.6,16.75,11.85,10.9166666666667,11.0833333333333,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,11.6784332236451,11.8450998903117,11.7617665569784,TRUE,0.637632096937637,0.0111287795079574,7.85299670935193,0.137060648726471,0.888826374870632,0.885357062482457,50.7272230423451,0.177413166300408,10.165025659066
"1086",1086,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:05:00,472,17,33,2025-04-22 11:15:00,600,17.1,39,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,6,536,41.86,54.6679104477612,TRUE,FALSE,FALSE,TRUE,36,17.05,18.95,11.0833333333333,11.25,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,11.8450998903117,12.0117665569784,11.9284332236451,TRUE,0.637632096937637,0.0111287795079574,10.3529967093519,0.18069388002633,0.888826374870632,0.890964189931923,51.0484877803915,0.233181208921039,13.3602991329339
"1087",1087,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:15:00,600,17.1,39,2025-04-22 11:25:00,513,17.7,46.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,7.1,556.5,49.5343333333333,62.3073375262055,TRUE,FALSE,TRUE,TRUE,42.55,17.4,25.15,11.25,11.4166666666667,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.0117665569784,12.1784332236451,12.0950998903117,TRUE,0.637632096937637,0.0111287795079574,12.8529967093519,0.224327111326188,0.888826374870632,0.898055968962061,51.4548167880577,0.288383905159852,16.5231806451605
"1088",1088,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:25:00,513,17.7,46.1,2025-04-22 11:35:00,576,19.6,49.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,3.4,544.5,23.7206666666667,30.4948882767064,TRUE,FALSE,TRUE,TRUE,47.8,18.65,29.15,11.4166666666667,11.5833333333333,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.1784332236451,12.3450998903117,12.2617665569784,TRUE,0.637632096937637,0.0111287795079574,15.3529967093519,0.267960342626046,0.888826374870632,0.906594298566872,51.944027038505,0.342908564511985,19.6472135054263
"1089",1089,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:35:00,576,19.6,49.5,2025-04-22 11:45:00,709,20.5,51.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,1.6,642.5,11.1626666666667,12.1616601815824,TRUE,FALSE,FALSE,TRUE,50.3,20.05,30.25,11.5833333333333,11.75,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.3450998903117,12.5117665569784,12.4284332236451,TRUE,0.637632096937637,0.0111287795079574,17.8529967093519,0.311593573925905,0.888826374870632,0.916534806303722,52.5135761780437,0.396656122919112,22.7267217612875
"1090",1090,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:45:00,709,20.5,51.1,2025-04-22 11:55:00,608,21,55.9,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,4.8,658.5,33.488,35.5984813971146,TRUE,TRUE,FALSE,TRUE,53.5,20.75,32.75,11.75,11.9166666666667,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.5117665569784,12.6784332236451,12.5950998903117,TRUE,0.637632096937637,0.0111287795079574,20.3529967093519,0.355226805225762,0.888826374870632,0.927827801783285,53.160617157083,0.44954228128744,25.7568754304532
"1091",1091,"Proto5",2024-09-21,1,4186,0,2025-04-22 11:55:00,608,21,55.9,2025-04-22 12:05:00,650,21.5,60.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,4.6,629,32.0926666666667,35.715209326974,TRUE,TRUE,TRUE,TRUE,58.2,21.25,36.95,11.9166666666667,12.0833333333333,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.6784332236451,12.8450998903117,12.7617665569784,TRUE,0.637632096937637,0.0111287795079574,22.8529967093519,0.398860036525621,0.888826374870632,0.940419266724051,53.8820549560758,0.501498068289174,28.7337227469332
"1092",1092,"Proto5",2024-09-21,1,4186,0,2025-04-22 12:05:00,650,21.5,60.5,2025-04-22 12:15:00,569,22.3,63.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,2.9,609.5,20.2323333333333,23.2364779874214,TRUE,TRUE,TRUE,TRUE,61.95,21.9,40.05,12.0833333333333,12.25,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,12.8450998903117,13.0117665569784,12.9284332236451,TRUE,0.637632096937637,0.0111287795079574,25.3529967093519,0.442493267825479,0.888826374870632,0.954251840164974,54.6746030340454,0.552469873431542,31.6541920557541
"1093",1093,"Proto5",2024-09-21,1,4186,0,2025-04-22 12:15:00,569,22.3,63.4,2025-04-22 12:25:00,610,22.9,60.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,-2.7,589.5,-18.837,-22.3679389312977,TRUE,TRUE,TRUE,TRUE,62.05,22.6,39.45,12.25,12.4166666666667,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,13.0117665569784,13.1784332236451,13.0950998903117,TRUE,0.637632096937637,0.0111287795079574,27.8529967093519,0.486126499125337,0.888826374870632,0.969265763438668,55.5348374715613,0.602419022939162,34.5160675128087
"1094",1094,"Proto5",2024-09-21,1,4186,0,2025-04-22 12:25:00,610,22.9,60.7,2025-04-22 12:35:00,565,23.4,70.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,1,"Original",4,1,0,4,"FK",600,10,192,9.5,587.5,66.2783333333333,78.9699290780142,TRUE,TRUE,TRUE,TRUE,65.45,23.15,42.3,12.4166666666667,12.5833333333333,265,260.383561643836,4.54455046875455,7.26999341870387,45.7059934187039,13.1784332236451,13.3450998903117,13.2617665569784,TRUE,0.637632096937637,0.0111287795079574,30.3529967093519,0.529759730425195,0.888826374870632,0.985399756989297,56.4592472087037,0.651320986950261,37.3179436605453
