"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","d_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"673",673,"Brother",2023-07-11,1,4186,1,2025-04-13 15:09:00,663,32.8,79.1,2025-04-13 15:19:00,628,32.8,74.5,"Brothervolume beaker","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,0,"LB",600,10,128,-4.59999999999999,645.5,-32.0926666666666,-34.8022721404596,TRUE,FALSE,TRUE,TRUE,76.8,32.8,44,15.15,15.3166666666667,192,3.28791340731863,-5.53421397738327,34.9617860226167,15.7326964337103,15.8993631003769,15.8160297670436,FALSE,22.2259772195212,0.387916481953899,65.9808930113084,1.15158382645345,0.895371359565611,1.01125792408464,57.9408110492108,1.50281587241131,86.1050068744389
"674",674,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 10:10:00,630,19,30,2025-04-13 10:20:00,630,21,57,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,129,27,630,62.1621,69.069,TRUE,FALSE,TRUE,TRUE,43.5,20,23.5,10.1666666666667,10.3333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,10.7977958729845,10.9644625396512,10.8811292063178,TRUE,23.4418808780896,0.409138004182963,-7.31612381046484,-0.127690448976165,0.895371359565611,0.496134563749765,28.4264165734258,-0.247966112827307,-14.2074117272695
"675",675,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 10:20:00,630,21,57,2025-04-13 10:30:00,630,22,80,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,129,23,630,52.9529,58.8365555555556,TRUE,TRUE,TRUE,TRUE,68.5,21.5,47,10.3333333333333,10.5,175,2.99527189986095,-2.6282476209297,37.8677523790703,10.9644625396512,11.1311292063178,11.0477958729845,TRUE,23.4418808780896,0.409138004182963,-4.81612381046485,-0.084057217676307,0.895371359565611,0.490549829753855,28.106434885757,-0.164241777499013,-9.41036067042017
"676",676,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 10:42:00,630,22,22,2025-04-13 10:52:00,700,22,45,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,130,23,665,52.9529,55.7398947368421,TRUE,TRUE,TRUE,FALSE,33.5,22,11.5,10.7,10.8666666666667,175,2.99527189986095,-2.6282476209297,37.8677523790703,11.3311292063178,11.4977958729845,11.4144625396512,TRUE,23.4418808780896,0.409138004182963,0.683876189535156,0.0119358911833813,0.895371359565611,0.486320787676997,27.8641286233698,0.0234318486800405,1.34254603555551
"677",677,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 10:53:00,700,22,45,2025-04-13 11:03:00,700,22,61,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,130,16,700,36.8368,36.8368,TRUE,TRUE,TRUE,TRUE,53,22,31,10.8833333333333,11.05,175,2.99527189986095,-2.6282476209297,37.8677523790703,11.5144625396512,11.6811292063178,11.5977958729845,TRUE,23.4418808780896,0.409138004182963,3.43387618953516,0.0599324456132254,0.895371359565611,0.488432708584172,27.9851327780163,0.117379296645043,6.72533829997509
"678",678,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 11:04:00,700,23,61,2025-04-13 11:14:00,700,23,80,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,130,19,700,43.7437,43.7437,TRUE,TRUE,TRUE,TRUE,70.5,23,47.5,11.0666666666667,11.2333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,11.6977958729845,11.8644625396512,11.7811292063178,TRUE,23.4418808780896,0.409138004182963,6.18387618953516,0.10792900004307,0.895371359565611,0.493328421537026,28.2656364679223,0.210238733554998,12.0457921228768
"679",679,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 11:15:00,700,24,80,2025-04-13 11:25:00,700,24,95,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,130,15,700,34.5345,34.5345,TRUE,TRUE,TRUE,TRUE,87.5,24,63.5,11.25,11.4166666666667,175,2.99527189986095,-2.6282476209297,37.8677523790703,11.8811292063178,12.0477958729845,11.9644625396512,TRUE,23.4418808780896,0.409138004182963,8.93387618953517,0.155925554472914,0.895371359565611,0.50092195227549,28.7007137308392,0.301216793182138,17.2584509678015
"680",680,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-13 11:31:00,700,24,37,2025-04-13 11:41:00,745,24,55,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,131,18,722.5,41.4414,40.1508373702422,TRUE,TRUE,TRUE,TRUE,46,24,22,11.5166666666667,11.6833333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,12.1477958729845,12.3144625396512,12.2311292063178,TRUE,23.4418808780896,0.409138004182963,12.9338761895352,0.225738724552687,0.895371359565611,0.516514365752794,29.5940932155117,0.428842160786935,24.570845890362
"681",681,"Fornelia",2023-06-24,0.33,4186,0.38,2025-04-13 11:44:00,745,24,55,2025-04-13 11:54:00,745,24,73,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,131,18,745,41.4414,38.9382281879195,TRUE,TRUE,TRUE,TRUE,64,24,40,11.7333333333333,11.9,175,2.99527189986095,-2.6282476209297,37.8677523790703,12.3644625396512,12.5311292063178,12.4477958729845,TRUE,23.4418808780896,0.409138004182963,16.1838761895352,0.282461925242502,0.895371359565611,0.532840255230808,30.5294977793989,0.52752533021927,30.2249750078092
"682",682,"Fornelia",2023-06-24,0.33,4186,0.38,2025-04-13 11:57:00,745,25,73,2025-04-13 12:07:00,745,25,93,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,131,20,745,46.046,43.2646979865772,TRUE,TRUE,TRUE,TRUE,83,25,58,11.95,12.1166666666667,175,2.99527189986095,-2.6282476209297,37.8677523790703,12.5811292063178,12.7477958729845,12.6644625396512,TRUE,23.4418808780896,0.409138004182963,19.4338761895352,0.339185125932318,0.895371359565611,0.552114083294802,31.6338067825265,0.621198359221684,35.5920442238541
"683",683,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 14:28:00,759,25,24,2025-04-13 14:38:00,759,25,38,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,132,14,759,32.2322,29.7266666666667,TRUE,TRUE,TRUE,FALSE,31,25,6,14.4666666666667,14.6333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,15.0977958729845,15.2644625396512,15.1811292063178,FALSE,23.4418808780896,0.409138004182963,57.1838761895351,0.998046918560177,0.895371359565611,0.900335354408797,51.5854159540392,1.39203731094015,79.7578628416109
"684",684,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 14:40:00,741,25,38,2025-04-13 14:50:00,741,25,50,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,132,12,741,27.6276,26.0989473684211,TRUE,TRUE,TRUE,TRUE,44,25,19,14.6666666666667,14.8333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,15.2977958729845,15.4644625396512,15.3811292063178,FALSE,23.4418808780896,0.409138004182963,60.1838761895352,1.05040679612001,0.895371359565611,0.932670731724315,53.4380966031815,1.43681520565498,82.3234472242519
"685",685,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 14:57:00,741,27,50,2025-04-13 15:07:00,741,27,68,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,132,18,741,41.4414,39.1484210526316,TRUE,TRUE,TRUE,TRUE,59,27,32,14.95,15.1166666666667,175,2.99527189986095,-2.6282476209297,37.8677523790703,15.5811292063178,15.7477958729845,15.6644625396512,FALSE,23.4418808780896,0.409138004182963,64.4338761895352,1.12458328932977,0.895371359565611,0.978794321936007,56.0807836583024,1.4980960297183,85.8345798081639
"686",686,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 15:08:00,741,27,68,2025-04-13 15:18:00,741,27,75,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,132,7,741,16.1161,15.2243859649123,TRUE,TRUE,TRUE,TRUE,71.5,27,44.5,15.1333333333333,15.3,175,2.99527189986095,-2.6282476209297,37.8677523790703,15.7644625396512,15.9311292063178,15.8477958729845,FALSE,23.4418808780896,0.409138004182963,67.1838761895352,1.17257984375961,0.895371359565611,1.00875856722778,57.7976084498156,1.53660086760775,88.0407445100649
"687",687,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 15:18:00,741,26,75,2025-04-13 15:38:00,741,26,95,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",1200,20,132,20,741,46.046,43.4982456140351,TRUE,TRUE,TRUE,TRUE,85,26,59,15.3,15.6333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,15.9311292063178,16.2644625396512,16.0977958729845,FALSE,23.4418808780896,0.409138004182963,70.9338761895352,1.2380296907094,0.895371359565611,1.049673768787,60.1418768170863,1.5878981642733,90.9798631094312
"688",688,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 15:41:00,741,26,30,2025-04-13 15:51:00,741,26,48,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,133,18,741,41.4414,39.1484210526316,TRUE,TRUE,TRUE,FALSE,39,26,13,15.6833333333333,15.85,175,2.99527189986095,-2.6282476209297,37.8677523790703,16.3144625396512,16.4811292063178,16.3977958729845,FALSE,23.4418808780896,0.409138004182963,75.4338761895351,1.31656950704914,0.895371359565611,1.0987169686026,62.9518451803365,1.64795250260955,94.4207232375488
"689",689,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 15:52:00,741,26,48,2025-04-13 16:02:00,741,26,67,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,133,19,741,43.7437,41.3233333333333,TRUE,TRUE,TRUE,TRUE,57.5,26,31.5,15.8666666666667,16.0333333333333,175,2.99527189986095,-2.6282476209297,37.8677523790703,16.4977958729845,16.6644625396512,16.5811292063178,FALSE,23.4418808780896,0.409138004182963,78.1838761895352,1.36456606147899,0.895371359565611,1.12858824779055,64.6633434064632,1.68401085162235,96.4867144521921
"690",690,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-13 16:03:00,741,26,67,2025-04-13 16:22:00,741,26,93,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",1140,19,133,26,741,59.8598,56.5477192982456,TRUE,TRUE,TRUE,TRUE,80,26,54,16.05,16.3666666666667,175,2.99527189986095,-2.6282476209297,37.8677523790703,16.6811292063178,16.9977958729845,16.8394625396512,FALSE,23.4418808780896,0.409138004182963,82.0588761895352,1.43219756999377,0.895371359565611,1.1704649540623,67.0627019357433,1.73418884757939,99.3617018449552
"691",691,"Fornelia",2024-06-07,1,4186,0,2025-04-13 09:00:00,328,13.4,16.4,2025-04-13 09:10:00,401,14.1,24,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,7.6,364.5,53.0226666666667,101.826794695931,TRUE,FALSE,FALSE,FALSE,20.2,13.75,6.45,9,9.16666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,9.68634362415593,9.8530102908226,9.76967695748927,FALSE,22.7807961040587,0.397599898241322,-23.159691275322,-0.404212866499773,0.895371359565611,0.587744477002099,33.6752779643442,-0.712816934275097,-40.8414018994173
"692",692,"Fornelia",2024-06-07,1,4186,0,2025-04-13 09:10:00,401,14.1,24,2025-04-13 09:20:00,440,14,46.9,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,22.9,420.5,159.765666666667,265.959492667459,TRUE,FALSE,FALSE,TRUE,35.45,14.05,21.4,9.16666666666667,9.33333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,9.8530102908226,10.0196769574893,9.93634362415593,FALSE,22.7807961040587,0.397599898241322,-20.659691275322,-0.360579635199914,0.895371359565611,0.570597690866275,32.692839486548,-0.64631214417316,-37.0309581091728
"693",693,"Fornelia",2024-06-07,1,4186,1.2,2025-04-13 09:20:00,440,14,46.9,2025-04-13 09:30:00,460,14.5,54,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,7.1,450,49.5343333333333,77.0534074074074,TRUE,FALSE,TRUE,TRUE,50.45,14.25,36.2,9.33333333333333,9.5,159,2.71984459872431,0.684617449356101,41.1806174493561,10.0196769574893,10.1863436241559,10.1030102908226,TRUE,22.7807961040587,0.397599898241322,-18.1596912753219,-0.316946403900056,0.895371359565611,0.554931789383885,31.7952494493393,-0.576846080122028,-33.0508458196576
"694",694,"Fornelia",2024-06-07,1,4186,0,2025-04-13 09:30:00,460,14.5,54,2025-04-13 09:40:00,508,16.2,62.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,8.5,484,59.3016666666667,85.7668732782369,TRUE,FALSE,TRUE,TRUE,58.25,15.35,42.9,9.5,9.66666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,10.1863436241559,10.3530102908226,10.2696769574893,TRUE,22.7807961040587,0.397599898241322,-15.659691275322,-0.273313172600198,0.895371359565611,0.540887964731754,30.9905975685504,-0.504458644355852,-28.9033512604813
"695",695,"Fornelia",2024-06-07,1,4186,0,2025-04-13 09:40:00,508,16.2,62.5,2025-04-13 09:50:00,460,16.9,73,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,10.5,484,73.255,105.947314049587,TRUE,FALSE,TRUE,TRUE,67.75,16.55,51.2,9.66666666666667,9.83333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,10.3530102908226,10.5196769574893,10.4363436241559,TRUE,22.7807961040587,0.397599898241322,-13.159691275322,-0.22967994130034,0.895371359565611,0.528606589737905,30.2869266147854,-0.429270747438434,-24.5954020966485
"696",696,"Fornelia",2024-06-07,1,4186,0,2025-04-13 09:50:00,460,16.9,73,2025-04-13 10:00:00,471,17.6,80.9,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,7.90000000000001,465.5,55.1156666666667,82.880701754386,TRUE,FALSE,TRUE,TRUE,76.95,17.25,59.7,9.83333333333333,10,159,2.71984459872431,0.684617449356101,41.1806174493561,10.5196769574893,10.6863436241559,10.6030102908226,TRUE,22.7807961040587,0.397599898241322,-10.6596912753219,-0.186046710000481,0.895371359565611,0.518222554999517,29.6919652499585,-0.351496180284245,-20.1392476452567
"697",697,"Fornelia",2024-06-07,1,4186,0,2025-04-13 10:00:00,471,17.6,80.9,2025-04-13 10:10:00,523,18.6,87.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,6.5,497,45.3483333333333,63.8708920187793,TRUE,FALSE,TRUE,TRUE,84.15,18.1,66.05,10,10.1666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,10.6863436241559,10.8530102908226,10.7696769574893,TRUE,22.7807961040587,0.397599898241322,-8.15969127532197,-0.142413478700624,0.895371359565611,0.509859801255062,29.212814755294,-0.271448618349212,-15.5528601860673
"698",698,"Fornelia",2024-06-07,1,4186,2.3,2025-04-13 10:10:00,523,18.6,87.4,2025-04-13 10:20:00,508,18.1,90.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,134,3,515.5,20.93,28.4209505334627,TRUE,FALSE,TRUE,TRUE,88.9,18.35,70.55,10.1666666666667,10.3333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,10.8530102908226,11.0196769574893,10.9363436241559,TRUE,22.7807961040587,0.397599898241322,-5.65969127532195,-0.098780247400765,0.895371359565611,0.503625404387229,28.8556101269576,-0.189541299607509,-10.8599165109349
"699",699,"Fornelia",2024-06-07,1,4186,0.9,2025-04-13 10:20:00,508,18.1,19.3,2025-04-13 10:30:00,592,17.7,36.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,135,17.3,550,120.696333333333,153.613515151515,TRUE,FALSE,TRUE,FALSE,27.95,17.9,10.05,10.3333333333333,10.5,159,2.71984459872431,0.684617449356101,41.1806174493561,11.0196769574893,11.1863436241559,11.1030102908226,TRUE,22.7807961040587,0.397599898241322,-3.15969127532194,-0.0551470161009064,0.895371359565611,0.499603752829835,28.6251864660467,-0.106277500703236,-6.08925224749405
"700",700,"Fornelia",2024-06-07,1,4186,1.3,2025-04-13 10:30:00,592,17.7,36.6,2025-04-13 10:40:00,614,18,48.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,135,11.5,603,80.2316666666667,93.1379215035931,TRUE,FALSE,TRUE,TRUE,42.35,17.85,24.5,10.5,10.6666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,11.1863436241559,11.3530102908226,11.2696769574893,TRUE,22.7807961040587,0.397599898241322,-0.65969127532197,-0.0115137848010488,0.895371359565611,0.497851480001173,28.5247886284089,-0.0222312110026853,-1.27375456391866
"701",701,"Fornelia",2024-06-07,1,4186,1.6,2025-04-13 10:40:00,614,18,48.1,2025-04-13 10:50:00,686,18.8,63.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,135,15.6,650,108.836,117.208,TRUE,FALSE,TRUE,TRUE,55.9,18.4,37.5,10.6666666666667,10.8333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,11.3530102908226,11.5196769574893,11.4363436241559,TRUE,22.7807961040587,0.397599898241322,1.84030872467805,0.0321194464988098,0.895371359565611,0.498393821928658,28.5558625319068,0.0619808082750045,3.55123872496729
"702",702,"Fornelia",2024-06-07,1,4186,0,2025-04-13 10:50:00,686,18.8,63.7,2025-04-13 11:00:00,685,18.4,79.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,135,15.9,685.5,110.929,113.275419401896,TRUE,FALSE,TRUE,TRUE,71.65,18.6,53.05,10.8333333333333,11,159,2.71984459872431,0.684617449356101,41.1806174493561,11.5196769574893,11.6863436241559,11.6030102908226,TRUE,22.7807961040587,0.397599898241322,4.34030872467807,0.0757526777986683,0.895371359565611,0.501222930900668,28.7179585357856,0.145732548390785,8.34985996047802
"703",703,"Fornelia",2024-06-07,1,4186,1.2,2025-04-13 11:00:00,685,18.4,79.6,2025-04-13 11:10:00,705,18.6,90.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,135,10.8,695,75.3480000000001,75.8900719424461,TRUE,FALSE,TRUE,TRUE,85,18.5,66.5,11,11.1666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,11.6863436241559,11.8530102908226,11.7696769574893,TRUE,22.7807961040587,0.397599898241322,6.84030872467803,0.119385909098526,0.895371359565611,0.506298404078462,29.008761727905,0.22842352052268,13.0877036674695
"704",704,"Fornelia",2024-06-07,1,4186,0,2025-04-13 11:10:00,705,18.6,18,2025-04-13 11:20:00,730,18.6,34.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,16.5,717.5,115.115,112.307317073171,TRUE,FALSE,TRUE,FALSE,26.25,18.6,7.65,11.1666666666667,11.3333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,11.8530102908226,12.0196769574893,11.9363436241559,TRUE,22.7807961040587,0.397599898241322,9.34030872467805,0.163019140398384,0.895371359565611,0.513549945026154,29.4242444191741,0.309510123508959,17.7336237936362
"705",705,"Fornelia",2024-06-07,1,4186,0,2025-04-13 11:20:00,730,18.6,34.5,2025-04-13 11:30:00,660,18.6,46.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,12.1,695,84.4176666666667,85.0249880095923,TRUE,FALSE,TRUE,TRUE,40.55,18.6,21.95,11.3333333333333,11.5,159,2.71984459872431,0.684617449356101,41.1806174493561,12.0196769574893,12.1863436241559,12.1030102908226,TRUE,22.7807961040587,0.397599898241322,11.8403087246781,0.206652371698243,0.895371359565611,0.522881757318488,29.9589178787331,0.388529786886489,22.2611170037132
"706",706,"Fornelia",2024-06-07,1,4186,1.2,2025-04-13 11:30:00,660,18.6,46.6,2025-04-13 11:40:00,739,19.1,63,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,16.4,699.5,114.417333333333,114.499118417918,TRUE,FALSE,TRUE,TRUE,54.8,18.85,35.95,11.5,11.6666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,12.1863436241559,12.3530102908226,12.2696769574893,TRUE,22.7807961040587,0.397599898241322,14.340308724678,0.250285602998101,0.895371359565611,0.53417805496668,30.6061480580981,0.465115698693915,26.6491665204398
"707",707,"Fornelia",2024-06-07,1,4186,1.7,2025-04-13 11:40:00,739,19.1,63,2025-04-13 11:50:00,720,19.1,77,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,14,729.5,97.6733333333333,93.7235549463103,TRUE,FALSE,TRUE,TRUE,70,19.1,50.9,11.6666666666667,11.8333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,12.3530102908226,12.5196769574893,12.4363436241559,TRUE,22.7807961040587,0.397599898241322,16.840308724678,0.293918834297959,0.895371359565611,0.547309005810776,31.3584961224585,0.539001815501953,30.882529178151
"708",708,"Fornelia",2024-06-07,1,4186,1.6,2025-04-13 11:50:00,720,19.1,77,2025-04-13 12:00:00,784,19.4,87.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,10.2,752,71.162,66.2412234042553,TRUE,FALSE,TRUE,TRUE,82.1,19.25,62.85,11.8333333333333,12,159,2.71984459872431,0.684617449356101,41.1806174493561,12.5196769574893,12.6863436241559,12.6030102908226,TRUE,22.7807961040587,0.397599898241322,19.3403087246781,0.337552065597818,0.895371359565611,0.562136492057189,32.2080485051663,0.610019438960478,34.9515392733737
"709",709,"Fornelia",2024-06-07,1,4186,1.1,2025-04-13 12:00:00,784,19.4,87.2,2025-04-13 12:10:00,784,19.8,97.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,136,10.5,784,73.255,65.40625,TRUE,FALSE,TRUE,FALSE,92.45,19.6,72.85,12,12.1666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,12.6863436241559,12.8530102908226,12.7696769574893,TRUE,22.7807961040587,0.397599898241322,21.840308724678,0.381185296897675,0.895371359565611,0.578519230530952,33.1467102765795,0.678087596266405,38.8515574062359
"710",710,"Fornelia",2024-06-07,1,4186,0.5,2025-04-13 12:10:00,784,19.8,19.3,2025-04-13 12:20:00,800,20.8,33.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,137,14.1,792,98.371,86.9440656565656,TRUE,FALSE,TRUE,FALSE,26.35,20.3,6.05,12.1666666666667,12.3333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,12.8530102908226,13.0196769574893,12.9363436241559,TRUE,22.7807961040587,0.397599898241322,24.340308724678,0.424818528197534,0.895371359565611,0.59631698582768,34.1664465398886,0.743199732135887,42.5822079866396
"711",711,"Fornelia",2024-06-07,1,4186,1.5,2025-04-13 12:20:00,800,20.8,33.4,2025-04-13 12:30:00,826,22,54.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,137,21,813,146.51,126.146371463715,TRUE,TRUE,TRUE,TRUE,43.9,21.4,22.5,12.3333333333333,12.5,159,2.71984459872431,0.684617449356101,41.1806174493561,13.0196769574893,13.1863436241559,13.1030102908226,TRUE,22.7807961040587,0.397599898241322,26.8403087246781,0.468451759497392,0.895371359565611,0.615393784346186,35.2594665816204,0.805408966204549,46.1465345455154
"712",712,"Fornelia",2024-06-07,1,4186,1.7,2025-04-13 12:30:00,826,22,54.4,2025-04-13 12:40:00,758,21.4,71.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,137,17.1,792,119.301,105.442803030303,TRUE,TRUE,TRUE,TRUE,62.95,21.7,41.25,12.5,12.6666666666667,159,2.71984459872431,0.684617449356101,41.1806174493561,13.1863436241559,13.3530102908226,13.2696769574893,TRUE,22.7807961040587,0.397599898241322,29.340308724678,0.51208499079725,0.895371359565611,0.63562016875275,36.4183530429258,0.86481363163243,49.5501711579197
"713",713,"Fornelia",2024-06-07,1,4186,0,2025-04-13 12:40:00,758,21.4,71.5,2025-04-13 12:50:00,930,22.7,85.5,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",51.301,4.876,0,"Original",2,0,45,0,"LB",600,10,137,14,844,97.6733333333333,81.0086887835703,TRUE,TRUE,FALSE,TRUE,78.5,22.05,56.45,12.6666666666667,12.8333333333333,159,2.71984459872431,0.684617449356101,41.1806174493561,13.3530102908226,13.5196769574893,13.4363436241559,TRUE,22.7807961040587,0.397599898241322,31.840308724678,0.555718222097109,0.895371359565611,0.656874613465392,37.6361430208543,0.92154420291095,52.800593461545
